SECTION ID,HIGHWAY,SECTION,SECTION LENGTH,SECTION DESCRIPTION,Date,DESCRIPTION,GROUP,TYPE,COUNTY,PTRUCKS,ADT,AADT,DIRECTION,85PCT,PRIORITY_POINTS
3040,3,40,7.83,HWY 103 CONNECTOR RD (INGRAMPORT) TO CONRADS ROAD (QUEENSLAND),09/16/2019,0.5 KM WEST OF BRIGLEYS RD (WB),C,VC,HFX,12.0,1387.0,1230.0,W,nan,nan
3040,3,40,7.83,HWY 103 CONNECTOR RD (INGRAMPORT) TO CONRADS ROAD (QUEENSLAND),10/24/2018,0.5 KM WEST OF BRIGLEYS RD,C,TC,HFX,nan,1960.0,1870.0,nan,nan,nan
3040,3,40,7.83,HWY 103 CONNECTOR RD (INGRAMPORT) TO CONRADS ROAD (QUEENSLAND),10/19/2017,0.5 KM WEST OF BRIGLEYS RD,C,TC,HFX,nan,3061.0,2760.0,nan,nan,nan
3040,3,40,7.83,HWY 103 CONNECTOR RD (INGRAMPORT) TO CONRADS ROAD (QUEENSLAND),08/11/2016,0.5 KM WEST OF BRIGLEYS RD,C,TC,HFX,nan,2883.0,2080.0,nan,nan,nan
3040,3,40,7.83,HWY 103 CONNECTOR RD (INGRAMPORT) TO CONRADS ROAD (QUEENSLAND),10/08/2015,0.5 KM WEST OF BRIGLEYS RD,C,TC,HFX,nan,2098.0,1810.0,nan,nan,nan
3040,3,40,7.83,HWY 103 CONNECTOR RD (INGRAMPORT) TO CONRADS ROAD (QUEENSLAND),09/30/2013,0.5 KM WEST OF BRIGLEYS RD (EB),C,VC,HFX,3.0,1074.0,960.0,E,nan,nan
3040,3,40,7.83,HWY 103 CONNECTOR RD (INGRAMPORT) TO CONRADS ROAD (QUEENSLAND),09/30/2013,0.5 KM WEST OF BRIGLEYS RD (WB),C,VC,HFX,3.0,1140.0,1020.0,W,nan,nan
3040,3,40,7.83,HWY 103 CONNECTOR RD (INGRAMPORT) TO CONRADS ROAD (QUEENSLAND),11/20/2012,0.5 KM WEST OF BRIGLEYS RD,C,TC,HFX,nan,1476.0,1570.0,nan,nan,nan
3040,3,40,7.83,HWY 103 CONNECTOR RD (INGRAMPORT) TO CONRADS ROAD (QUEENSLAND),09/29/2011,0.5 KM WEST OF BRIGLEYS RD,C,TC,HFX,nan,1812.0,1630.0,nan,nan,nan
3040,3,40,7.83,HWY 103 CONNECTOR RD (INGRAMPORT) TO CONRADS ROAD (QUEENSLAND),09/28/2009,0.5 KM WEST OF BRIGLEYS RD,C,TC,HFX,nan,1966.0,1760.0,nan,nan,nan
3040,3,40,7.83,HWY 103 CONNECTOR RD (INGRAMPORT) TO CONRADS ROAD (QUEENSLAND),11/14/2007,0.5 KM WEST OF BRIGLEYS RD (WB),C,VC,HFX,4.0,768.0,890.0,W,nan,nan
3040,3,40,7.83,HWY 103 CONNECTOR RD (INGRAMPORT) TO CONRADS ROAD (QUEENSLAND),11/14/2007,0.5 KM WEST OF BRIGLEYS RD (EB),C,VC,HFX,6.0,771.0,890.0,E,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,11/09/2023,JUST WEST OF HUBBARDS BEACH RESORT AREA,C,TC,HFX,nan,1820.0,1990.0,nan,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,09/29/2022,JUST WEST OF HUBBARDS BEACH RESORT AREA,C,TC,HFX,nan,2317.0,2100.0,nan,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,06/22/2021,JUST WEST OF HUBBARDS BEACH RESORT AREA,C,TC,HFX,nan,2747.0,2380.0,nan,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,11/18/2020,JUST WEST OF HUBBARDS BEACH RESORT AREA,C,TC,HFX,nan,1720.0,1870.0,nan,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,09/16/2019,JUST WEST OF HUBBARDS BEACH RESORT AREA,C,TC,HFX,nan,2714.0,2420.0,nan,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,10/24/2018,JUST WEST OF HUBBARDS BEACH RESORT AREA,C,TC,HFX,nan,1863.0,1780.0,nan,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,10/19/2017,JUST WEST OF HUBBARDS BEACH RESORT AREA (EB),C,VC,HFX,5.0,1492.0,1340.0,E,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,10/19/2017,JUST WEST OF HUBBARDS BEACH RESORT AREA (WB),C,VC,HFX,5.0,1323.0,1190.0,W,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,08/11/2016,JUST WEST OF HUBBARDS BEACH RESORT AREA,C,TC,HFX,nan,2973.0,2150.0,nan,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,10/08/2015,JUST WEST OF HUBBARDS BEACH RESORT AREA,C,TC,HFX,nan,2087.0,1800.0,nan,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,09/30/2013,JUST WEST OF HUBBARDS BEACH RESORT AREA,C,TC,HFX,nan,2429.0,2180.0,nan,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,11/20/2012,JUST WEST OF HUBBARDS BEACH RESORT AREA,C,TC,HFX,nan,1584.0,1680.0,nan,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,09/29/2011,JUST WEST OF HUBBARDS BEACH RESORT AREA,C,TC,HFX,nan,2195.0,1980.0,nan,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,09/28/2009,JUST WEST OF HUBBARDS BEACH RESORT AREA (EB),C,VC,HFX,5.0,1128.0,1010.0,E,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,09/28/2009,JUST WEST OF HUBBARDS BEACH RESORT AREA (WB),C,VC,HFX,4.0,1155.0,1030.0,W,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,11/14/2007,JUST WEST OF HUBBARDS BEACH RESORT AREA,C,TC,HFX,nan,2037.0,2350.0,nan,nan,nan
3045,3,45,3.77,CONRADS RD (QUEENSLAND) TO HALIFAX/LUNENBURG COUNTY LINE,06/02/2005,JUST WEST OF HUBBARDS BEACH RESORT AREA,C,TC,HFX,nan,3928.0,3770.0,nan,nan,nan
3050,3,50,10.3,HALIFAX/LUNENBURG COUNTY LINE TO RTE 329 (EAST RIVER),05/26/2021,5 KM WEST OF RTE 329 (HUBBARDS),D,TC,LUN,nan,1179.0,1090.0,nan,nan,nan
3050,3,50,10.3,HALIFAX/LUNENBURG COUNTY LINE TO RTE 329 (EAST RIVER),10/22/2018,5 KM WEST OF RTE 329 (HUBBARDS) (EB),D,VC,LUN,4.0,611.0,630.0,E,nan,nan
3050,3,50,10.3,HALIFAX/LUNENBURG COUNTY LINE TO RTE 329 (EAST RIVER),10/22/2018,5 KM WEST OF RTE 329 (HUBBARDS) (WB),D,VC,LUN,4.0,643.0,660.0,W,nan,nan
3050,3,50,10.3,HALIFAX/LUNENBURG COUNTY LINE TO RTE 329 (EAST RIVER),09/10/2015,5 KM WEST OF RTE 329 (HUBBARDS),D,TC,LUN,nan,1517.0,1370.0,nan,nan,nan
3050,3,50,10.3,HALIFAX/LUNENBURG COUNTY LINE TO RTE 329 (EAST RIVER),08/01/2012,5 KM WEST OF RTE 329 (HUBBARDS),D,TC,LUN,nan,1983.0,1310.0,nan,nan,nan
3050,3,50,10.3,HALIFAX/LUNENBURG COUNTY LINE TO RTE 329 (EAST RIVER),09/10/2009,5 KM WEST OF RTE 329 (HUBBARDS),D,TC,LUN,nan,1598.0,1440.0,nan,nan,nan
3050,3,50,10.3,HALIFAX/LUNENBURG COUNTY LINE TO RTE 329 (EAST RIVER),05/29/2006,5 KM WEST OF RTE 329 (HUBBARDS) (WB),D,VC,LUN,4.0,719.0,690.0,W,nan,nan
3050,3,50,10.3,HALIFAX/LUNENBURG COUNTY LINE TO RTE 329 (EAST RIVER),05/29/2006,5 KM WEST OF RTE 329 (HUBBARDS) (EB),D,VC,LUN,4.0,694.0,670.0,E,nan,nan
3060,3,60,5.49,RTE 329 (EAST RIVER) TO GRAVES ISLAND RD (EAST CHESTER),06/02/2021,4 KM WEST OF RTE 329 (EAST RIVER) (WB),D,VC,LUN,6.0,1865.0,1710.0,W,nan,nan
3060,3,60,5.49,RTE 329 (EAST RIVER) TO GRAVES ISLAND RD (EAST CHESTER),06/02/2021,4 KM WEST OF RTE 329 (EAST RIVER) (EB),D,VC,LUN,5.0,1942.0,1780.0,E,nan,nan
3060,3,60,5.49,RTE 329 (EAST RIVER) TO GRAVES ISLAND RD (EAST CHESTER),10/17/2018,4 KM WEST OF RTE 329 (EAST RIVER),D,TC,LUN,nan,3036.0,2820.0,nan,nan,nan
3060,3,60,5.49,RTE 329 (EAST RIVER) TO GRAVES ISLAND RD (EAST CHESTER),09/10/2015,4 KM WEST OF RTE 329 (EAST RIVER) (WB),D,VC,LUN,4.0,1617.0,1460.0,W,nan,nan
3060,3,60,5.49,RTE 329 (EAST RIVER) TO GRAVES ISLAND RD (EAST CHESTER),09/10/2015,4 KM WEST OF RTE 329 (EAST RIVER) (EB),D,VC,LUN,4.0,1636.0,1480.0,E,nan,nan
3060,3,60,5.49,RTE 329 (EAST RIVER) TO GRAVES ISLAND RD (EAST CHESTER),08/01/2012,4 KM WEST OF RTE 329 (EAST RIVER),D,TC,LUN,nan,4120.0,2720.0,nan,nan,nan
3060,3,60,5.49,RTE 329 (EAST RIVER) TO GRAVES ISLAND RD (EAST CHESTER),09/10/2009,4 KM WEST OF RTE 329 (EAST RIVER),D,TC,LUN,nan,3125.0,2830.0,nan,nan,nan
3060,3,60,5.49,RTE 329 (EAST RIVER) TO GRAVES ISLAND RD (EAST CHESTER),05/29/2006,4 KM WEST OF RTE 329 (EAST RIVER),D,TC,LUN,nan,2932.0,2810.0,nan,nan,nan
3070,3,70,2.26,GRAVES ISLAND RD (EAST CHESTER) TO CHESTER-EAST CHESTER LINE,06/02/2021,0.5 KM EAST OF MAPLEWOOD DR,D,TC,LUN,nan,4382.0,4020.0,nan,nan,nan
3070,3,70,2.26,GRAVES ISLAND RD (EAST CHESTER) TO CHESTER-EAST CHESTER LINE,10/17/2018,0.5 KM EAST OF MAPLEWOOD DR (EB),D,VC,LUN,4.0,1621.0,1510.0,E,nan,nan
3070,3,70,2.26,GRAVES ISLAND RD (EAST CHESTER) TO CHESTER-EAST CHESTER LINE,10/17/2018,0.5 KM EAST OF MAPLEWOOD DR (WB),D,VC,LUN,4.0,1586.0,1470.0,W,nan,nan
3070,3,70,2.26,GRAVES ISLAND RD (EAST CHESTER) TO CHESTER-EAST CHESTER LINE,09/10/2015,CHESTER EAST LINE,D,TC,LUN,nan,3707.0,3350.0,nan,nan,nan
3070,3,70,2.26,GRAVES ISLAND RD (EAST CHESTER) TO CHESTER-EAST CHESTER LINE,08/01/2012,CHESTER EAST LINE,D,TC,LUN,nan,4708.0,3110.0,nan,nan,nan
3070,3,70,2.26,GRAVES ISLAND RD (EAST CHESTER) TO CHESTER-EAST CHESTER LINE,09/10/2009,CHESTER EAST LINE (EB),D,VC,LUN,5.0,1709.0,1550.0,E,nan,nan
3070,3,70,2.26,GRAVES ISLAND RD (EAST CHESTER) TO CHESTER-EAST CHESTER LINE,09/10/2009,CHESTER EAST LINE (WB),D,VC,LUN,6.0,1679.0,1520.0,W,nan,nan
3070,3,70,2.26,GRAVES ISLAND RD (EAST CHESTER) TO CHESTER-EAST CHESTER LINE,05/29/2006,CHESTER EAST LINE,D,TC,LUN,nan,3243.0,3110.0,nan,nan,nan
3073,3,73,2.55,CHESTER-EAST CHESTER LINE TO STANFORD LAKE RD (CHESTER),06/02/2021,50 M WEST OF QUEEN ST,B,TC,LUN,nan,6620.0,6250.0,nan,nan,nan
3073,3,73,2.55,CHESTER-EAST CHESTER LINE TO STANFORD LAKE RD (CHESTER),10/17/2018,50 M WEST OF QUEEN ST,B,TC,LUN,nan,5568.0,5180.0,nan,nan,nan
3073,3,73,2.55,CHESTER-EAST CHESTER LINE TO STANFORD LAKE RD (CHESTER),09/11/2017,50 M WEST OF QUEEN ST,B,TC,LUN,nan,5766.0,5230.0,nan,nan,nan
3073,3,73,2.55,CHESTER-EAST CHESTER LINE TO STANFORD LAKE RD (CHESTER),09/29/2015,NEAR 939 MAIN ST (WB),B,VC,LUN,5.0,1354.0,1250.0,W,nan,nan
3073,3,73,2.55,CHESTER-EAST CHESTER LINE TO STANFORD LAKE RD (CHESTER),09/29/2015,NEAR 939 MAIN ST (EB),B,VC,LUN,5.0,1416.0,1310.0,E,nan,nan
3073,3,73,2.55,CHESTER-EAST CHESTER LINE TO STANFORD LAKE RD (CHESTER),09/09/2015,JUST WEST OF QUEEN ST,B,TC,LUN,nan,5963.0,5480.0,nan,nan,nan
3073,3,73,2.55,CHESTER-EAST CHESTER LINE TO STANFORD LAKE RD (CHESTER),05/14/2012,JUST EAST OF VALLEY RD (EB),B,VC,LUN,8.0,2871.0,2770.0,E,65.0,nan
3073,3,73,2.55,CHESTER-EAST CHESTER LINE TO STANFORD LAKE RD (CHESTER),05/14/2012,JUST EAST OF VALLEY RD (WB),B,VC,LUN,8.0,2841.0,2740.0,W,68.0,nan
3073,3,73,2.55,CHESTER-EAST CHESTER LINE TO STANFORD LAKE RD (CHESTER),05/07/2012,JUST WEST OF VALLEY RD (EB),B,VC,LUN,10.0,3349.0,3180.0,E,59.0,nan
3073,3,73,2.55,CHESTER-EAST CHESTER LINE TO STANFORD LAKE RD (CHESTER),05/07/2012,JUST WEST OF VALLEY RD (WB),B,VC,LUN,10.0,3332.0,3170.0,W,59.0,nan
3073,3,73,2.55,CHESTER-EAST CHESTER LINE TO STANFORD LAKE RD (CHESTER),09/10/2009,HALFWAY BETWEEN,D,TC,LUN,nan,5823.0,5260.0,nan,nan,nan
3073,3,73,2.55,CHESTER-EAST CHESTER LINE TO STANFORD LAKE RD (CHESTER),05/29/2006,HALFWAY BETWEEN (WB),D,VC,LUN,7.0,2589.0,2490.0,W,nan,nan
3073,3,73,2.55,CHESTER-EAST CHESTER LINE TO STANFORD LAKE RD (CHESTER),05/26/2006,HALFWAY BETWEEN (EB),D,VC,LUN,7.0,2644.0,2540.0,E,nan,nan
3073,3,73,2.55,CHESTER-EAST CHESTER LINE TO STANFORD LAKE RD (CHESTER),09/18/2005,AT DUKE ST & CHESTER COMMON,nan,SA,LUN,nan,nan,nan,nan,nan,18.0
3078,3,78,1.14,STANFORD LAKE RD (CHESTER) TO TK 14 (ROBINSONS CORNER),06/02/2021,0.5 KM EAST OF TK 14,D,TC,LUN,nan,7613.0,6980.0,nan,nan,nan
3078,3,78,1.14,STANFORD LAKE RD (CHESTER) TO TK 14 (ROBINSONS CORNER),09/11/2018,0.5 KM EAST OF TK 14,D,TC,LUN,nan,7177.0,6460.0,nan,nan,nan
3078,3,78,1.14,STANFORD LAKE RD (CHESTER) TO TK 14 (ROBINSONS CORNER),08/15/2018,0.5 KM EAST OF TK 14 (EB),D,VC,LUN,8.0,3609.0,2650.0,E,nan,nan
3078,3,78,1.14,STANFORD LAKE RD (CHESTER) TO TK 14 (ROBINSONS CORNER),08/15/2018,0.5 KM EAST OF TK 14 (WB),D,VC,LUN,8.0,3698.0,2670.0,W,nan,nan
3078,3,78,1.14,STANFORD LAKE RD (CHESTER) TO TK 14 (ROBINSONS CORNER),05/03/2018,0.5 KM EAST OF TK 14,D,TC,LUN,nan,6655.0,6830.0,nan,nan,nan
3078,3,78,1.14,STANFORD LAKE RD (CHESTER) TO TK 14 (ROBINSONS CORNER),09/09/2015,0.5 KM EAST OF TK 14,D,TC,LUN,nan,6764.0,6120.0,nan,nan,nan
3078,3,78,1.14,STANFORD LAKE RD (CHESTER) TO TK 14 (ROBINSONS CORNER),08/01/2012,0.5 KM EAST OF TK 14,D,TC,LUN,nan,8103.0,5350.0,nan,nan,nan
3078,3,78,1.14,STANFORD LAKE RD (CHESTER) TO TK 14 (ROBINSONS CORNER),09/17/2009,0.5 KM EAST OF TK 14,D,TC,LUN,nan,6954.0,6480.0,nan,nan,nan
3078,3,78,1.14,STANFORD LAKE RD (CHESTER) TO TK 14 (ROBINSONS CORNER),05/29/2006,0.5 KM EAST OF TK 14,D,TC,LUN,nan,6800.0,6530.0,nan,nan,nan
3080,3,80,5.05,TK 14 (ROBINSONS CORNER) TO TK 12 (CHESTER BASIN),06/02/2021,JUST WEST OF MIDDLE RIVER RD,B,TC,LUN,nan,4941.0,4660.0,nan,nan,nan
3080,3,80,5.05,TK 14 (ROBINSONS CORNER) TO TK 12 (CHESTER BASIN),08/27/2015,JUST WEST OF MIDDLE RIVER RD,B,TC,LUN,nan,5005.0,4090.0,nan,nan,nan
3080,3,80,5.05,TK 14 (ROBINSONS CORNER) TO TK 12 (CHESTER BASIN),08/01/2012,JUST WEST OF MIDDLE RIVER RD,B,TC,LUN,nan,5396.0,4380.0,nan,nan,nan
3080,3,80,5.05,TK 14 (ROBINSONS CORNER) TO TK 12 (CHESTER BASIN),09/10/2009,JUST WEST OF MIDDLE RIVER RD (EB),B,VC,LUN,7.0,2210.0,2070.0,E,nan,nan
3080,3,80,5.05,TK 14 (ROBINSONS CORNER) TO TK 12 (CHESTER BASIN),09/10/2009,JUST WEST OF MIDDLE RIVER RD (WB),B,VC,LUN,9.0,2156.0,2020.0,W,nan,nan
3080,3,80,5.05,TK 14 (ROBINSONS CORNER) TO TK 12 (CHESTER BASIN),05/29/2006,JUST WEST OF MIDDLE RIVER RD,B,TC,LUN,nan,4721.0,4340.0,nan,nan,nan
3090,3,90,4.65,TK 12 (CHESTER BASIN) TO WESTERN SHORE-GOLD RIVER LINE,06/02/2021,1 KM WEST OF TK 12,B,TC,LUN,nan,4690.0,4430.0,nan,nan,nan
3090,3,90,4.65,TK 12 (CHESTER BASIN) TO WESTERN SHORE-GOLD RIVER LINE,10/18/2018,1 KM WEST OF TK 12 (WB),B,VC,LUN,5.0,1889.0,1760.0,W,nan,nan
3090,3,90,4.65,TK 12 (CHESTER BASIN) TO WESTERN SHORE-GOLD RIVER LINE,10/18/2018,1 KM WEST OF TK 12 (EB),B,VC,LUN,5.0,1878.0,1750.0,E,nan,nan
3090,3,90,4.65,TK 12 (CHESTER BASIN) TO WESTERN SHORE-GOLD RIVER LINE,08/01/2012,1 KM WEST OF TK 12,B,TC,LUN,nan,5153.0,4190.0,nan,nan,nan
3090,3,90,4.65,TK 12 (CHESTER BASIN) TO WESTERN SHORE-GOLD RIVER LINE,09/10/2009,1 KM WEST OF TK 12,B,TC,LUN,nan,4474.0,4190.0,nan,nan,nan
3090,3,90,4.65,TK 12 (CHESTER BASIN) TO WESTERN SHORE-GOLD RIVER LINE,05/29/2006,1 KM WEST OF TK 12 (WB),B,VC,LUN,9.0,2219.0,2040.0,W,nan,nan
3090,3,90,4.65,TK 12 (CHESTER BASIN) TO WESTERN SHORE-GOLD RIVER LINE,05/29/2006,1 KM WEST OF TK 12 (EB),B,VC,LUN,7.0,2239.0,2060.0,E,nan,nan
3100,3,100,9.45,WESTERN SHORE-GOLD RIVER LINE TO HWY 103 (EXIT 10),08/29/2022,100 M WEST OF VAUGHAN RD (WB),C,VC,LUN,5.0,1799.0,1440.0,W,nan,nan
3100,3,100,9.45,WESTERN SHORE-GOLD RIVER LINE TO HWY 103 (EXIT 10),08/29/2022,100 M WEST OF VAUGHAN RD (EB),C,VC,LUN,5.0,1747.0,1400.0,E,nan,nan
3100,3,100,9.45,WESTERN SHORE-GOLD RIVER LINE TO HWY 103 (EXIT 10),06/02/2021,0.25 KM EAST OF MARTINS POINT RD,C,TC,LUN,nan,3509.0,3290.0,nan,nan,nan
3100,3,100,9.45,WESTERN SHORE-GOLD RIVER LINE TO HWY 103 (EXIT 10),10/18/2018,0.25 KM EAST OF MARTINS POINT RD,C,TC,LUN,nan,2840.0,2550.0,nan,nan,nan
3100,3,100,9.45,WESTERN SHORE-GOLD RIVER LINE TO HWY 103 (EXIT 10),08/27/2015,0.25 KM EAST OF MARTINS POINT RD (WB),C,VC,LUN,5.0,2124.0,1620.0,W,nan,nan
3100,3,100,9.45,WESTERN SHORE-GOLD RIVER LINE TO HWY 103 (EXIT 10),08/27/2015,0.25 KM EAST OF MARTINS POINT RD (EB),C,VC,LUN,5.0,2165.0,1650.0,E,nan,nan
3100,3,100,9.45,WESTERN SHORE-GOLD RIVER LINE TO HWY 103 (EXIT 10),08/01/2012,0.25 KM EAST OF MARTINS POINT RD,C,TC,LUN,nan,3809.0,2740.0,nan,nan,nan
3100,3,100,9.45,WESTERN SHORE-GOLD RIVER LINE TO HWY 103 (EXIT 10),09/10/2009,0.25 KM EAST OF MARTINS POINT RD,C,TC,LUN,nan,3214.0,2910.0,nan,nan,nan
3100,3,100,9.45,WESTERN SHORE-GOLD RIVER LINE TO HWY 103 (EXIT 10),05/29/2006,0.25 KM EAST OF MARTINS POINT RD,C,TC,LUN,nan,3399.0,3230.0,nan,nan,nan
3110,3,110,1.79,HWY 103 (EXIT 10) TO MAHONE BAY-OAKLAND LINE,09/07/2023,JUST NORTH OF MAHONE BAY (NB),C,VC,LUN,8.0,2270.0,1840.0,N,nan,nan
3110,3,110,1.79,HWY 103 (EXIT 10) TO MAHONE BAY-OAKLAND LINE,09/07/2023,JUST NORTH OF MAHONE BAY (SB),C,VC,LUN,8.0,2324.0,1890.0,S,nan,nan
3110,3,110,1.79,HWY 103 (EXIT 10) TO MAHONE BAY-OAKLAND LINE,06/01/2021,0.5 KM WEST OF OAKLAND LAKE (HWY 103 CONNECTOR),C,TC,LUN,nan,4744.0,4440.0,nan,nan,nan
3110,3,110,1.79,HWY 103 (EXIT 10) TO MAHONE BAY-OAKLAND LINE,10/18/2018,0.5 KM WEST OF OAKLAND LAKE (HWY 103 CONNECTOR),C,TC,LUN,nan,2689.0,2413.0,nan,nan,nan
3110,3,110,1.79,HWY 103 (EXIT 10) TO MAHONE BAY-OAKLAND LINE,08/20/2015,0.5 KM WEST OF OAKLAND LAKE (HWY 103 CONNECTOR),C,TC,LUN,nan,5341.0,4040.0,nan,nan,nan
3110,3,110,1.79,HWY 103 (EXIT 10) TO MAHONE BAY-OAKLAND LINE,08/01/2012,0.5 KM WEST OF OAKLAND LAKE (HWY 103 CONNECTOR),C,TC,LUN,nan,5520.0,3970.0,nan,nan,nan
3110,3,110,1.79,HWY 103 (EXIT 10) TO MAHONE BAY-OAKLAND LINE,09/15/2009,0.5 KM WEST OF OAKLAND LAKE (HWY 103 CONNECTOR) (WB),C,VC,LUN,6.0,2179.0,1980.0,W,nan,nan
3110,3,110,1.79,HWY 103 (EXIT 10) TO MAHONE BAY-OAKLAND LINE,09/15/2009,0.5 KM WEST OF OAKLAND LAKE (HWY 103 CONNECTOR) (EB),C,VC,LUN,7.0,2159.0,1960.0,E,nan,nan
3110,3,110,1.79,HWY 103 (EXIT 10) TO MAHONE BAY-OAKLAND LINE,05/29/2006,0.5 KM WEST OF OAKLAND LAKE (HWY 103 CONNECTOR),C,TC,LUN,nan,4799.0,4560.0,nan,nan,nan
3123,3,123,7.77,MADERS COVE-MAHONE BAY LINE TO LUNENBURG-DEANS CORNER LINE,06/01/2021,4.5 KM WEST OF MAHONE BAY,C,TC,LUN,nan,1841.0,1730.0,nan,nan,nan
3123,3,123,7.77,MADERS COVE-MAHONE BAY LINE TO LUNENBURG-DEANS CORNER LINE,10/07/2020,MAHONE BAY TOWN LINE,C,VC,LUN,6.0,373.0,300.0,nan,nan,nan
3123,3,123,7.77,MADERS COVE-MAHONE BAY LINE TO LUNENBURG-DEANS CORNER LINE,07/02/2020,0.5 KM FROM MAHONE BAY (WB),C,VC,LUN,3.0,132.0,110.0,W,nan,nan
3123,3,123,7.77,MADERS COVE-MAHONE BAY LINE TO LUNENBURG-DEANS CORNER LINE,07/02/2020,0.5 KM FROM MAHONE BAY (EB),C,VC,LUN,10.0,241.0,190.0,E,nan,nan
3123,3,123,7.77,MADERS COVE-MAHONE BAY LINE TO LUNENBURG-DEANS CORNER LINE,10/18/2018,4.5 KM WEST OF MAHONE BAY,C,TC,LUN,nan,1712.0,1540.0,nan,nan,nan
3123,3,123,7.77,MADERS COVE-MAHONE BAY LINE TO LUNENBURG-DEANS CORNER LINE,08/20/2015,4.5 KM WEST OF MAHONE BAY (WB),C,VC,LUN,3.0,1321.0,1000.0,W,nan,nan
3123,3,123,7.77,MADERS COVE-MAHONE BAY LINE TO LUNENBURG-DEANS CORNER LINE,08/20/2015,4.5 KM WEST OF MAHONE BAY (EB),C,VC,LUN,4.0,1227.0,930.0,E,nan,nan
3123,3,123,7.77,MADERS COVE-MAHONE BAY LINE TO LUNENBURG-DEANS CORNER LINE,08/01/2012,4.5 KM WEST OF MAHONE BAY,C,TC,LUN,nan,2952.0,2130.0,nan,nan,nan
3123,3,123,7.77,MADERS COVE-MAHONE BAY LINE TO LUNENBURG-DEANS CORNER LINE,09/15/2009,4.5 KM WEST OF MAHONE BAY,C,TC,LUN,nan,2627.0,2380.0,nan,nan,nan
3123,3,123,7.77,MADERS COVE-MAHONE BAY LINE TO LUNENBURG-DEANS CORNER LINE,05/30/2006,1 KM EAST OF RTE 332,C,TC,LUN,nan,2505.0,2380.0,nan,nan,nan
3123,3,123,7.77,MADERS COVE-MAHONE BAY LINE TO LUNENBURG-DEANS CORNER LINE,05/29/2006,4.5 KM WEST OF MAHONE BAY,C,TC,LUN,nan,1821.0,1730.0,nan,nan,nan
3128,3,128,1.43,LUNENBURG-DEANS CORNER LINE TO RTE 332 (LUNENBURG),07/17/2008,MAPLE AVE - JUST SOUTH OF RTE 332 (EB),C,VC,LUN,6.0,940.0,740.0,E,49.0,nan
3128,3,128,1.43,LUNENBURG-DEANS CORNER LINE TO RTE 332 (LUNENBURG),07/17/2008,MAPLE AVE - JUST SOUTH OF RTE 332 (WB),C,VC,LUN,6.0,1067.0,840.0,W,47.0,nan
3135,3,135,10.82,CENTRE-LUNENBURG LINE TO RTE 332 (UPPER LAHAVE),06/01/2021,3 KM WEST OF RTE 332 (LUNENBURG),B,TC,LUN,nan,3777.0,3560.0,nan,nan,nan
3135,3,135,10.82,CENTRE-LUNENBURG LINE TO RTE 332 (UPPER LAHAVE),09/24/2018,3 KM WEST OF RTE 332 (LUNENBURG) (EB),B,VC,LUN,5.0,1989.0,1800.0,E,nan,nan
3135,3,135,10.82,CENTRE-LUNENBURG LINE TO RTE 332 (UPPER LAHAVE),09/24/2018,3 KM WEST OF RTE 332 (LUNENBURG) (WB),B,VC,LUN,5.0,2113.0,1920.0,W,nan,nan
3135,3,135,10.82,CENTRE-LUNENBURG LINE TO RTE 332 (UPPER LAHAVE),08/17/2015,3 KM WEST OF RTE 332 (LUNENBURG),B,TC,LUN,nan,4145.0,3380.0,nan,nan,nan
